,bean_country,cocoa_percent,ingredient_combination,memorable_characteristics,rating,total_ingredients
1247,Mexico,0.7,BS,"citrus,pronounced orange",3.5,2
1248,Mexico,0.7,BS,"mild ham,roast,sour",3.0,2
1249,Cuba,0.7,BSCL,"fatty,roast,coffee,off note",2.75,4
1250,Multiple Countries,0.68,BSCL,"nut,wood,leather",2.75,4
1251,Vietnam,0.75,BSCL,"creamy,mild honey,floral",3.75,4
1252,Sao Tome and Principe,0.75,BSCL,"rich,roast,nut,smoke",3.5,4
1253,Peru,0.75,BSCL,"sandy,fatty,roast,fruit",3.25,4
1254,Brazil,0.75,BSCL,"smoke,rich cocoa,spice",3.25,4
1255,Cuba,0.75,BSCL,"slight burnt,astringent,fruit",3.0,4
1256,Côte d’Ivoire (aka Ivory Coast),0.75,BSCL,"roast,nut,rich cocoa",3.0,4
1257,Madagascar,0.75,BSCL,"roast,sour,cardboard",2.75,4
1258,Vietnam,0.75,BSCL,"gritty,roast,waxy,off",2.75,4
1261,Venezuela,0.75,BSCVL,"chalky,fatty,sweet",3.0,5
1262,Venezuela,0.75,BSCVL,"chalky,cocoa,tang",3.0,5
1263,Multiple Countries,0.72,BSCVL,"fatty,nut,wood",3.0,5
1264,Nicaragua,0.8,BS,"spicy,grass,roast",3.5,2
1265,Nicaragua,0.73,BSC,"complex,dairy,roast",3.5,3
1266,Honduras,0.7,BSC,"sandy,rich cocoa",3.25,3
1267,Nicaragua,0.71,BSC,"simple,earth,cocoa",3.0,3
1268,Bolivia,0.74,BSC,"well balanced,melon",3.75,3
1269,Peru,0.7,BSC,"sandy,light color,grape",3.5,3
1270,Costa Rica,0.7,BSC,"base cocoa,mild ham,wood",3.25,3
1271,Colombia,0.7,BSC,"sandy,off,ham",2.75,3
1272,Peru,0.7,BS,"intense,sticky,cocoa",3.5,2
1273,Trinidad and Tobago,0.7,BS,"cocoa,spice,fruit",3.5,2
1274,Tanzania,0.7,BS,"subtle,spicy,banana",3.5,2
1275,Bolivia,0.7,BS,"dried fruit,nut,mushroom",3.25,2
1276,Dominican Republic,0.7,BS,"red fruit,brownie",3.25,2
1277,Costa Rica,0.7,BS,"roast,black pepper,wood",3.0,2
1278,Liberia,0.7,BS,"floral,black licorice",3.25,2
1279,Peru,0.7,BSC,"mild,licorice,coffee,cocoa",4.0,3
1280,Honduras,0.7,BS,"strong raspberry,mocha",3.5,2
1281,Belize,0.7,BS,"smoke,mild berry",3.25,2
1282,Ghana,0.7,BSC,brownie,3.75,3
1283,Jamaica,0.7,BSC,"wood,mocha,molasses",3.25,3
1284,Bolivia,0.7,BSC,"spoiled milk,sweet,molasses",3.25,3
1285,Madagascar,0.71,BSC,"sandy,citrus",3.5,3
1286,Madagascar,0.7,BS,"sweet edge,bright fruit,off",3.0,2
1287,Peru,0.68,BS,"rich cocoa,spicy edge",3.75,2
1288,Peru,0.65,BS,"creamy,strawberry,cocoa",3.5,2
1289,Bolivia,0.68,BS,"fatty,nut,like melon",3.5,2
1290,Bolivia,0.68,BS,"fatty,grass,cocoa",3.5,2
1291,Dominican Republic,0.74,BS,"fatty,roast,cocoa",3.0,2
1292,Multiple Countries,0.75,BS,"grits,roasted,nut",2.75,2
1293,Multiple Countries,0.85,BSCV,"harsh burnt,mild cocoa,tang",3.0,4
1294,India,0.72,BS,"basic cocoa,dirt,burnt edge",3.0,2
1295,Sierra Leone,0.72,BS,"grass,rubber,chemical",2.5,2
1296,Vietnam,0.72,BS,"spicy,sweet,cocoa",3.0,2
1297,Puerto Rico (United States Territory),0.65,BSCVL,"black pepper,vanilla,harsh",2.5,5
1298,United States,0.7,BSCV,"sandy,floral,vanilla,candy",3.5,4
1299,United States,0.71,BSCV,"aluminum,mild coffee,roast",3.0,4
1300,United States,0.72,BSCV,"strong,brandy,smoke",3.0,4
1301,United States,0.7,BS,"spicy,candied,complex",3.75,2
1302,United States,0.75,BSCV,"dairy,pudding",3.75,4
1303,United States,0.65,BSCV,"sweet,like candy,nut",3.25,4
1304,Nicaragua,0.75,BS,"multiple off flavors,metal",2.0,2
1305,Nicaragua,0.78,BS,intense mocha flavor,3.5,2
1306,Nicaragua,0.8,BS,"nut,mild dairy",3.25,2
1307,Indonesia,0.7,BS,"smoke,earth,cocoa",3.0,2
1308,Nicaragua,0.75,BS,potting soil,2.5,2
1309,Brazil,0.81,BS,"oily,burnt,earth",3.25,2
1310,Brazil,0.7,BS,"rustic,basic cocoa,earth",3.0,2
1311,Papua New Guinea,0.72,BSC,"smoke,fruit,ham,fatty",3.25,3
1312,Colombia,0.65,BSCVL,"marshmallow,rich brownie",3.5,5
1313,Multiple Countries,0.6,BSCVL,"sticky,marshmallow,cocoa",3.0,5
1314,Multiple Countries,0.58,BSCVL,"watered down coffee,cocoa",3.0,5
1315,Multiple Countries,0.46,BSCVL,"very sweet,caramel,candy",2.75,5
1316,Côte d’Ivoire (aka Ivory Coast),0.67,BSC,"spice,coconut",3.5,3
1317,Madagascar,0.73,BSC,"roasted pear,cocoa,sour",3.25,3
1318,Tanzania,0.75,BSC,"fatty,dominant roast,spice",3.25,3
1319,Uganda,0.68,BSC,"candied,sweet cocoa,roast",3.25,3
1320,India,0.72,BSC,"deep cocoa,slight pungent,sandy",3.0,3
1323,Ghana,0.75,BSC,"gritty,cocoa base,ashy",2.75,3
1324,Uganda,0.75,BSC,"gritty,roast,rubber",2.5,3
1325,Madagascar,0.63,BSCVL,"intense,nut,cocoa",4.0,5
1326,Madagascar,0.7,BSCVL,"sandy,wood,peanut butter",3.75,5
1327,Madagascar,0.67,BSCVL,"sandy,red berry,cocoa",3.5,5
1328,Madagascar,0.75,BSCVL,"sticky,bitter,nut",3.5,5
1329,Mexico,0.72,BSCV,"raisin,chewy",2.75,4
1330,Costa Rica,0.7,BSCV,"sticky,strong vanilla,pepper",2.75,4
1331,Dominican Republic,0.7,BSCV,"sandy,sweet,strong vanilla",2.5,4
1332,United States,0.7,BSCV,"vanilla,brownie,peanut",3.5,4
1333,United States,0.7,BSCV,"creamy,vanilla,rich fruit",3.25,4
1334,United States,0.7,BSCV,"creamy,burnt nut,wood",3.25,4
1335,Brazil,0.7,BSCV,"strong vanilla,nut,coffee",3.5,4
1336,Puerto Rico (United States Territory),0.7,BSCV,"intense vanilla,swiss miss",2.75,4
1337,United States,0.7,BSCV,"fatty,vanilla,like candy",2.75,4
1338,Mexico,0.7,BSCV,"vanilla,earth,caramel",2.75,4
1339,Solomon Islands,0.73,BS,"mild earth,mild cocoa,nut",3.5,2
1340,Dominican Republic,0.7,BSCVL,"creamy,hay,nut",3.75,5
1341,Cuba,0.7,BSCVL,"nut,cooling sensation",3.25,5
1342,Ecuador,0.7,BSVL,"creamy,nut,mass market",3.0,4
1343,Tanzania,0.75,BSCV,"chalky,astringent,vanilla",2.0,4
1344,Ecuador,0.7,BSCL,"strong vanilla,some spice",2.0,4
1345,Madagascar,0.73,BSCL,"creamy,subtle grape note",3.5,4
1346,Madagascar,0.75,BSCL,"cardboard,like tea",2.75,4
1347,Philippines,0.65,BSCVL,"sandy,sweet,cocoa",3.5,5
1348,Thailand,0.7,BS*C,"gummy,smoke,ham",2.75,3
1349,United States,0.55,BSCVL,"sweet,vanilla,easter candy",2.75,5
1350,United States,0.55,BSCVL,"creamy,crunchy,very sweet",3.5,5
1351,Venezuela,0.7,BSC,"ham,unrecognizable",3.0,3
1352,Dominican Republic,0.74,BSC,"berry,nut,sour",3.75,3
1353,Venezuela,0.74,BSC,"nut,green",2.75,3
1354,Peru,0.74,BSC,"rubber,off medicinal",2.5,3
1355,Ecuador,0.74,BS,"soil,wet,off note",2.5,2
1356,Colombia,0.7,BSCL,"muted,nut",2.75,4
1357,Liberia,0.72,BSC,"molasses,intense,off,herb",3.25,3
1358,United States,0.72,BSC,"molasses,sweet,cocoa",3.25,3
1359,Peru,0.72,BSC,"banana,menthol,medicinal",3.0,3
1360,United States,0.72,BSC,"oily,tang,fruit,earth",2.75,3
1361,United States,0.72,BSC,"orange,cocoa",3.75,3
1362,Costa Rica,0.72,BSC,"dried fruit,balanced,cocoa",3.75,3
1363,Papua New Guinea,0.72,BSC,"smoke,fruit",3.5,3
1364,Peru,0.7,BSC,"sweet,fatty,fig",3.25,3
1365,United States,0.7,BSC,"dried fruit,spicy,sticky,intense",3.5,3
1366,Ghana,0.7,BS,"cocoa,coconut",3.5,2
1367,Dominican Republic,0.7,BS,"chewy,like brownie",3.25,2
1368,Ecuador,0.7,BS,"grits,roasted brownie",3.25,2
1369,Venezuela,0.7,BS,"nut,intense,roast",3.75,2
1370,Colombia,0.85,BS,"coarse,intense,nut",3.5,2
1371,Nicaragua,0.7,BSC,"basic,balanced,deep cocoa",3.75,3
1372,Peru,0.7,BSC,"nut,roast,",3.5,3
1373,Dominican Republic,0.7,BSC,"fruit,tang,cocoa",3.5,3
1374,Peru,0.62,BSC,"delicate,caramel,peanut",3.5,3
1375,Ecuador,0.7,BSC,"coarse,floral,rum",3.5,3
1376,Nicaragua,0.7,BSC,"rich,bright fruit",3.5,3
1377,Peru,0.68,BSC,"lemon,spicy,cocoa",3.5,3
1378,Honduras,0.78,BSC,"grass,wood,sweet",3.5,3
1379,Tanzania,0.72,BSC,"sweet,fatty,roast",3.0,3
1380,Trinidad and Tobago,0.7,BSC,"heavy roast,few grits,rich",2.75,3
1381,Colombia,0.75,BSC,"roast,coffee,rubber",2.75,3
1382,Vietnam,0.75,BSC,"intense,sour,tart",3.25,3
1383,Vietnam,0.73,BS,"earth,tobacco,ashy",3.0,2
1384,Dominican Republic,0.72,BSC,"complex,creamy,cherry",3.5,3
1385,Mexico,0.72,BSC,"sweet,spicy,dirt",3.25,3
1386,Multiple Countries,0.72,BSC,"off note,rubber,ham",3.0,3
1387,Peru,0.7,BSCL,"pungent,tang,grape",3.0,4
1388,Peru,0.7,BSC,"pungent,grape,brownie",3.0,3
1389,Peru,0.7,BSC,"smoke,dirt,sour",2.75,3
1390,Multiple Countries,0.75,BS,"earth,coffee,roast",3.25,2
1391,Haiti,0.75,BS,"dried fruit,wood,dirt",2.75,2
1392,Vietnam,0.76,BSC,citrus,3.5,3
1393,Vietnam,0.72,BSC,"roast,coffee",3.5,3
1394,Vietnam,0.7,BSC,"cocoa,spice,late sour",3.5,3
1395,Vietnam,0.78,BSC,"sticky,pepper,cinnamon,rich",3.5,3
1396,Vietnam,0.74,BSC,"melon,roast",3.5,3
1397,Vietnam,0.8,BSC,"creamy,fatty,black pepper",3.0,3
1398,Vietnam,0.75,BSC,"fatty,heavy roast,nut",3.5,3
1399,Vietnam,0.7,BS,"spicy,fragrant",3.75,2
1400,Vietnam,0.68,BS,"roast,rich,coffee,nut",3.5,2
1401,Vietnam,0.85,BS,"long,mild honey,rich cocoa",3.25,2
1402,Vietnam,0.75,BSC,"fatty,roast,nut",3.5,3
1407,Dominican Republic,0.89,BSCV,"fatty,rubber,medicinal",2.5,4
1408,Dominican Republic,0.74,BSCV,"waxy,rubber,medicinal",2.25,4
1409,Colombia,0.74,BSC,"sandy,mild floral,mild nut",3.25,3
1410,Haiti,0.82,BSC,"sandy,earth,sweet edge",3.0,3
1411,Bolivia,0.76,BSC,"sticky,pungent,off note",2.75,3
1412,Dominican Republic,0.7,BS,"sticky,earth,coffee",3.25,2
1413,Venezuela,0.75,BS,"dry,sticky,nut,earth",3.0,2
1414,Venezuela,0.81,BS,"sticky,wood,musty",2.75,2
1415,Dominican Republic,0.74,BS,"gritty,raspberry,sour",3.75,2
1416,Multiple Countries,0.72,BS,"rich cocoa,coffee,roast",3.5,2
1417,Belize,0.7,BS,"gritty,tang,cocoa",3.5,2
1418,Dominican Republic,0.73,BS,"dry,gritty,red berry,coffee",3.25,2
1419,Venezuela,0.76,BS,"sandy,strawberry,sour",3.0,2
1420,Venezuela,0.7,BS,"dry,sandy,intense,berry",3.0,2
1421,Peru,0.75,BS,"orange,lemon,coffee grounds",3.0,2
1422,Venezuela,0.81,BS,"gritty,high astringent,sour",2.75,2
1423,Papua New Guinea,0.71,BS,"gritty,sticky,smoke,ham",2.75,2
1424,Multiple Countries,0.73,BS,"gritty,fruit,tart,rich",3.5,2
1425,Venezuela,0.73,BS,"gritty,sour,sweet",2.75,2
1426,Multiple Countries,0.72,BS,"gritty,overly tart,sour",2.5,2
1427,Multiple Countries,0.75,BS,"tart,deep chocolate",3.75,2
1428,Tanzania,0.74,BS,"green,vegetal,mild spice",3.25,2
1429,Guatemala,0.76,BS,"mild bitter,citrus,intense",3.0,2
1430,Madagascar,0.68,BSC,"sticky,red fruit",4.0,3
1431,Papua New Guinea,0.74,BSC,"creamy,grass,smoke,nut",4.0,3
1432,Multiple Countries,0.7,BSC,"nut,fruit,spicy",3.75,3
1433,Vanuatu,0.72,BSC,"sticky,butterscotch,nut",3.5,3
1434,Peru,0.63,BSC,"sweet,cherry,cream,raisin",3.5,3
1435,Belize,0.7,BS,"heavy roast,smoke",3.25,2
1436,Dominican Republic,0.7,BS,"roast,coffee",3.25,2
1437,Peru,0.82,BS,"intense,burnt,bitter,spice",3.25,2
1438,Madagascar,0.65,BSC,"sweet edge,sour fruit",3.25,3
1439,United States,0.7,BSC,"nut,cheesy,savory",3.0,3
1440,Vietnam,0.75,BSC,"roast,ham,dirt",3.0,3
1441,Dominican Republic,0.72,BS,"gritty,sweet,earth",3.0,2
1442,Belize,0.7,BSC,"cocoa,strawberry",3.25,3
1443,Guatemala,0.7,BSC,"musty,wood,rubber,roast",2.5,3
1444,Dominican Republic,0.7,BS,"high roast,nut,deep chocolate",3.5,2
1445,Belize,0.7,BS,"spicy,metal,molasses",3.0,2
1446,Nicaragua,0.7,BS,"fatty,slight bland,earth",3.0,2
1447,Venezuela,0.7,BS,"molasses,sweet,chocolate",2.75,2
1448,Bolivia,0.7,BS,"pungent,off",2.5,2
1449,Philippines,0.7,BS*,"smooth,coconut,cocoa",3.25,2
1450,Tanzania,0.7,BS*,"creamy,coconut,cocoa",3.25,2
1451,Dominican Republic,0.7,BS*,"dry,floral,dirt,coconut",2.75,2
1452,Ecuador,0.85,BS*,"floral,earth,bitter",2.5,2
1453,Madagascar,0.8,BSCL,"sticky,tart,slight burnt",2.5,4
1454,Madagascar,0.72,BSCL,"uneven,smoke,ham",2.5,4
1455,Honduras,0.7,BSC,"intense,grass,spicy,rich",3.5,3
1456,Nicaragua,0.8,BSC,"dried fruit,rich cocoa",3.5,3
1457,Honduras,0.8,BSC,"intense,ham,butterscotch",3.25,3
1458,Nicaragua,0.7,BSC,"acidic,pomegranate,brownie",3.25,3
1459,El Salvador,0.7,BSC,"dairy,caramel",3.0,3
1460,El Salvador,0.8,BSC,"fatty,bitter,wood,roast",2.75,3
1461,Brazil,0.75,BSC,"earth,floral,rubber",2.5,3
1462,Madagascar,0.72,BSC,"creamy,fatty,mild cherry",3.5,3
1463,Brazil,0.7,BSC,"fatty,creamy,olive",3.0,3
1464,Solomon Islands,0.67,BSC,"dried fruit,mild ham",3.75,3
1465,Solomon Islands,0.72,BSC,"roast,smoke,high acidity",3.25,3
1466,Multiple Countries,0.7,BSV,"accessible,simple cocoa note",3.5,3
1467,Peru,0.7,BSC,"grape,mild smoke,sandy",3.5,3
1468,Dominican Republic,0.67,BSCV,"creamy,raisin,licorice",3.75,4
1469,Madagascar,0.65,BSCV,"grapefruit,spice",3.75,4
1470,Papua New Guinea,0.64,BSCV,"tropical fruit,mild smoke",3.75,4
1471,Sao Tome and Principe,0.7,BSCV,"creamy,licorice,herb",3.0,4
1472,Multiple Countries,0.6,BSCV,"sweet,crisp nibs",2.0,4
1473,Multiple Countries,0.85,BSCV,bitter coffee flavor,2.0,4
1474,Multiple Countries,0.99,BSCV,"smooth,bold,bitter",2.0,4
1475,Venezuela,0.66,BSCV,"cocoa,orange",3.5,4
1476,Sao Tome and Principe,0.67,BSCV,"creamy,smoke,raspberry",3.5,4
1477,Mexico,0.66,BSCV,"raisin,melon",3.75,4
1478,Colombia,0.69,BSCV,"sandy,earth,fatty",3.25,4
1479,Guatemala,0.7,BSCV,"dairy,cocoa,fatty,apple",3.5,4
1480,Brazil,0.7,BSCV,"sandy,grits,nut,vanilla",3.0,4
1481,Indonesia,0.7,BS*CSa,"leather,salt",2.5,4
1482,Bolivia,0.75,BS*CSa,"sticky,cardboard,why bother",2.0,4
1483,Multiple Countries,0.65,BS*CSa,"chemical,salt,wtf",1.5,4
1484,Belize,0.8,BSCSa,"strawberry,cream,spice",3.25,4
1485,Dominican Republic,0.75,BS*Sa,"molasses,palm,spicy",2.5,3
1486,Dominican Republic,0.75,BSC,"spicy,rich,mint",3.75,3
1487,Venezuela,0.75,BSC,"nut,grass,wood",3.75,3
1488,Belize,0.8,BSC,"wood,lemon,mild bitter",3.5,3
1489,Trinidad and Tobago,0.7,BSC,"black pepper,dairy",3.5,3
1490,Nicaragua,0.7,BSC,"rum,herb,rich",3.5,3
1491,Tanzania,0.75,BSC,"banana,melon,fatty",3.25,3
1492,Belize,0.7,BSC,"grape,cocoa",3.5,3
1493,India,0.7,BSC,"candy spice,sweet",3.25,3
1494,Peru,0.7,BSC,"complex,true to origin",3.25,3
1495,Dominican Republic,0.7,BSC,"fatty,simple",3.0,3
1496,Ecuador,0.7,BSCV,"wine,brownie batter",3.5,4
1497,Ecuador,0.7,BSCV,"unrefined,burnt nut,vanilla",2.5,4
1498,Ecuador,0.7,BSC,"sandy,nutmeg,astringent",3.0,3
1499,India,0.74,BSC,"dry,sandy,empty,sweet",3.0,3
1500,Brazil,0.76,BSC,"dry,sandy,dirt,empty",3.0,3
1501,Peru,0.7,BS,"grape,thick,chewy",3.75,2
1502,Madagascar,0.7,BS,"cocoa,mild pear,sticky",3.5,2
1503,Vietnam,0.7,BS,"coconut,late sour",3.25,2
1504,Brazil,0.7,BS,"intense,sour,ham",3.0,2
1505,Ecuador,0.77,BSC,"dry,coffee note from roast",2.75,3
1506,Ecuador,0.67,BSC,"sandy,harsh,floral",2.75,3
1507,Haiti,0.7,BS,"gritty,sweet,earth",3.5,2
1509,Vietnam,0.65,BS,"slight grainy,roast,spicy",3.5,2
1510,Madagascar,0.72,BS,"tang,roast,ham",3.25,2
1511,Papua New Guinea,0.72,BS,"few grits,intense smoke",3.0,2
1512,Tanzania,0.72,BSC,"complex,fruit,nut,rich",3.75,3
1513,Vietnam,0.7,BSC,"sour fig,cocoa,creamy,fatty",3.5,3
1514,Brazil,0.7,BS,"coarse,smoke,citrus",3.5,2
1515,Brazil,0.75,BS,"sticky,blackberry,acidic",3.75,2
1516,Puerto Rico (United States Territory),0.7,BSC,"powdery,intense,floral",3.0,3
1518,Belize,0.67,BSC,"rough,sweet,dairy,vanilla",2.75,3
1519,Belize,0.73,BSC,basic cocoa,3.25,3
1520,Belize,0.72,BSC,"strawberry,blueberry",3.0,3
1521,Cameroon,0.68,BS,earth,3.0,2
1522,Brazil,0.72,BSC,"dirt,rubber,spicy",2.5,3
1523,Tanzania,0.72,BS,"cocoa,fig,classic",3.75,2
1524,Dominican Republic,0.7,BS,"dark berry,earth",3.5,2
1525,Sierra Leone,0.72,BSC,"roast,honey,sweet",3.0,3
1526,Peru,0.7,BS,"dry,nut,fruit",3.25,2
1527,Dominican Republic,0.7,BS,"overly intense,tart,red fruit",3.0,2
1528,Indonesia,0.7,BS,"intense,smoke,floral",2.75,2
1529,Nicaragua,0.7,BS,"unrefined,hay,sweet",2.75,2
1530,Nicaragua,0.7,BS,"unrefined,bright berry,sweet",2.75,2
1531,Nicaragua,0.7,BSC,"fatty,floral,spicy",3.25,3
1532,Dominican Republic,0.72,BS,"earth,spicy,cocoa",3.5,2
1534,Mexico,0.7,BSC,"chalky,powdery,molasses",3.25,3
1535,Ecuador,0.75,BS,"intense,floral,cocoa,long lasting",3.75,2
1539,Mexico,0.7,BSC,"light color,spicy,sweet,sour",3.0,3
1540,Nicaragua,0.7,BSC,"grass,spicy,sweet",3.5,3
1541,Nicaragua,0.8,BSC,"sweet,rich",3.5,3
1542,Venezuela,0.7,BS,"fruit,roast",3.5,2
1543,Vietnam,0.8,BS,"gritty,tart,molasses",3.0,2
1544,Dominican Republic,0.71,BS,"gritty,sweet,earth",2.75,2
1545,Tanzania,0.68,BS,"dry,earth,atypical",2.75,2
1546,Madagascar,0.68,BS,"sweet,molasses,gritty",2.75,2
1547,Costa Rica,0.7,BSC,"earth,spicy,cocoa",3.0,3
1548,Costa Rica,0.58,BSC,"too sweet,earth,off note",2.5,3
1549,Grenada,0.71,BSCV,"sandy,orange",2.5,4
1550,Multiple Countries,0.7,BSCL,"sandy,floral,spice,roast",3.75,4
1551,Peru,0.78,BSCL,"orange,floral,caramel",3.75,4
1552,Nicaragua,0.7,BSCL,"sandy,intense,tropical fruit",3.25,4
1553,Venezuela,0.7,BSCL,"coarse,sweet",3.0,4
1554,Venezuela,0.75,BSCL,"coarse,sweet,mint",2.75,4
1555,El Salvador,0.7,BSC,"bold,savory,creamy",3.25,3
1556,Nicaragua,0.67,BSC,"strong,rubber,wood,sweet",2.75,3
1558,Ghana,0.7,BSC,"brownie,toffee",3.5,3
1559,Dominican Republic,0.7,BS*,"grass,dirt,mild spice",2.5,2
1560,Madagascar,0.735,BS,"intense,pungent,sour fruit",2.5,2
1561,Peru,0.72,BS,"metal,medicinal,pungent",2.25,2
1562,Dominican Republic,0.7,BS,"dry,sandy,sweet,acidic",3.25,2
1563,Venezuela,0.71,BSCVL,"pasty,complex,coffee,vanilla",3.0,5
1564,Sao Tome and Principe,0.75,BSCVL,"grass,earth,burnt",2.75,5
1565,Multiple Countries,0.73,BSCVL,"nondescript,poor aftertaste",2.0,5
1566,Multiple Countries,0.73,BSCVL,"pasty,strong off flavor",1.0,5
1567,Trinidad and Tobago,0.67,BSCVL,"complex,intense banana",3.75,5
1568,Papua New Guinea,0.7,BSCVL,"gritty,vanilla,nondescript",2.5,5
1569,Madagascar,0.72,BS,"molasses,bright fruit",3.0,2
1570,Peru,0.72,BS,"molasses,malt,raisin",3.0,2
1571,Dominican Republic,0.72,BS,"molasses,rum,tea",2.75,2
1572,Venezuela,0.72,BS,"molasses,nut,roast,bitter",2.25,2
1573,Brazil,0.72,BS,note from sugar,3.0,2
1574,Ecuador,0.75,BSC,"single note,spicy",3.5,3
1575,Peru,0.75,BSC,"spicy,red fruit,raisin",2.75,3
1576,Ecuador,0.72,BSC,"floral,cocoa,creamy",3.75,3
1577,Peru,0.7,BSC,"pungent,grape,sour",3.0,3
1578,Tanzania,0.72,BSC,"sweet,melon note",3.0,3
1579,Dominican Republic,0.72,BSC,"basic cocoa,sour end",3.0,3
1580,Vietnam,0.72,BSC,"spicy,vanilla,sweet",2.75,3
1581,Colombia,0.72,BSC,"strong base cocoa,rubber",3.25,3
1582,Fiji,0.74,BSC,"sour,rubber,off",2.75,3
1583,Peru,0.75,BS*VL,"roast,mild orange",3.25,4
1584,Ghana,0.75,BS*VL,"nut,high roast,spice",3.0,4
1585,Belize,0.75,BS*VL,"coconut,mild metal",3.0,4
1588,Ecuador,0.8,BS,"sandy,strawberry",3.25,2
1589,Nicaragua,0.7,BS,"wood,coffee,roasted cherry",3.0,2
1590,Nicaragua,0.75,BS,"fatty,honey,earth",2.75,2
1591,Ghana,0.7,BS,"rich,cherry,smoke,cocoa",3.75,2
1592,Dominican Republic,0.7,BS,"rich,mild smoke,red fruit",3.75,2
1593,Madagascar,0.7,BS,"fruit,sour,high astringent",3.5,2
1594,Venezuela,0.7,BS,"intense,slight burnt",3.0,2
1595,Ecuador,0.7,BS,"earth,roasted nut",2.75,2
1596,Vietnam,0.7,BSC,"spicy,cocoa,ham",3.25,3
1597,Nigeria,0.7,BSC,"cocoa,nut,dried fruit,rubber",3.0,3
1598,Brazil,0.7,BSC,"nut,banana,cocoa",3.5,3
1599,Jamaica,0.7,BSCVL,"grass,vanilla,burnt",2.5,5
1600,Peru,0.7,BS,"creamy,roast,mild grape",3.75,2
1601,Peru,0.7,BS,"intense grape,sweet cocoa",3.75,2
1602,Peru,0.75,BSC,"peanut butter,raspberry",4.0,3
1603,Republic of the Congo,0.7,BSC,"melon,earth,tobacco",3.75,3
1604,Papua New Guinea,0.74,BS,"smoke,intense,coffee",3.5,2
1605,Papua New Guinea,0.88,BS,"intense,bitter,sour,smoke",3.25,2
1606,Papua New Guinea,0.7,BS,"smoke,sour fruit,ham",3.0,2
1607,Papua New Guinea,0.66,BS,"smoke,sour fruit,ham",2.75,2
1608,Samoa,0.7,BS,"cocoa,roast,nut",3.5,2
1609,Samoa,1.0,B,"bitter,intense,nut",2.75,1
1610,Bolivia,0.7,BS,"silky smooth,cherry,cocoa",3.75,2
1611,Vietnam,0.7,BS,"complex,cranberry,malt,vanilla",3.75,2
1612,Uganda,0.7,BS,"dominant hazelnut,fudge",3.25,2
1613,India,0.7,BS,"intense tart,sour",3.25,2
1614,Colombia,0.7,BS,"walnut,tobacco,grass",3.25,2
1615,Guatemala,0.7,BS,"damp wood,leather,cocoa",3.0,2
1616,Tanzania,0.7,BS,"sour banana,muted",3.0,2
1617,Tanzania,0.7,BSC,"sweet,sandy,fruit,pungent",3.0,3
1618,Trinidad and Tobago,0.7,BSC,"off note,sour,roast",2.75,3
1619,Bolivia,0.7,BS,"rich cocoa,one dimensional",3.5,2
1620,Brazil,0.78,BSC,"creamy,cherry,acidic",3.75,3
1621,Multiple Countries,0.75,BSC,"fatty,cheesy,musty",3.0,3
1622,Multiple Countries,0.67,BSC,"sandy,cheesy,sour",2.75,3
1623,Dominican Republic,0.72,BSC,"earth,cheesy",3.0,3
1624,Ghana,0.72,BSC,"gritty,simple cocoa,burnt",3.0,3
1625,Multiple Countries,0.85,BSCVL,"sticky,berry,bitter",3.0,5
1626,Multiple Countries,0.76,BSCVL,"rubber,cocoa,bitter",2.75,5
1627,Multiple Countries,0.85,BSCVL,"creamy,medicinal,mint,bitter",2.75,5
1628,Multiple Countries,0.76,BSCVL,"intense,medicinal,leather",2.0,5
1629,Ghana,0.8,BSCL,"grits,strong vanilla,brownie",2.75,4
1630,Madagascar,0.66,BSC,"red berry,mild molasses",3.5,3
1631,Papua New Guinea,0.7,BSC,intense smoke,3.0,3
1632,Tanzania,0.7,BSC,"sweet,dried fruit,gateway",3.75,3
1633,Nicaragua,0.73,BSC,"intense spice,coarse",3.0,3
1634,Madagascar,0.7,BS,"sweet,tart,raisin,sour end",3.25,2
1635,Tanzania,0.7,BS,"sweet edge,dried fruit,lemon",3.5,2
1636,Vietnam,0.7,BS,"roasted dominant,spicy,astringent",3.25,2
1637,Dominican Republic,0.72,BSC,"sandy,cinnamon,high roast",3.0,3
1638,Ecuador,0.72,BSC,"spicy,sweet,high roast",3.0,3
1639,Belize,0.74,BSC,"sandy,ashy,mild fruit",2.75,3
1640,Dominican Republic,0.72,BSC,"sandy,roast,fruit",2.75,3
1641,Nicaragua,0.72,BSC,"grits,roast,wood",2.75,3
1642,Panama,0.71,BSC,"fatty,bland,some spice",3.0,3
1643,Bolivia,0.68,BSC,"rich cocoa,bread note",3.25,3
1644,Republic of the Congo,0.7,BSC,"vegetal,honey",3.0,3
1645,Peru,0.75,BSC,"creamy,sour banana,lemon",3.0,3
1646,Bolivia,0.66,BSC,"creamy,melon,subtle",3.75,3
1647,Multiple Countries,0.8,BS,"creamy,mild bitter,coffee",3.25,2
1648,Papua New Guinea,0.68,BSC,"fatty,dates,musty",2.75,3
1649,United States,0.6,BSCVL,"muddy,pasty,sweet,vanilla",3.0,5
1650,United States,0.6,BSCVL,"sticky,tobacco",3.0,5
1651,Peru,0.65,BSCL,"dry,banana,molasses",3.0,4
1652,Peru,0.72,BSCL,"sandy,molasses,brownie",3.0,4
1653,Ecuador,0.7,BSCL,"sandy,green,spice,nut",3.5,4
